Data_ID,PMID,Model,Prompt_ID,E1,E2,True_Label,Pred_Label,Raw_Output
16,22836123,llama3.2:1b,4,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,4,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,4,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,4,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,5,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,5,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,5,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
3,439781,llama3.2:1b,5,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
4,439781,llama3.2:1b,5,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
5,439781,llama3.2:1b,5,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
6,439781,llama3.2:1b,5,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
7,22836123,llama3.2:1b,5,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
8,22836123,llama3.2:1b,5,tacrolimus,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
9,22836123,llama3.2:1b,5,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
10,22836123,llama3.2:1b,5,tacrolimus,ssc,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
11,22836123,llama3.2:1b,5,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,5,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,5,prednisolone,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
14,22836123,llama3.2:1b,5,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,5,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,5,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,5,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,5,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,5,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,6,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,6,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,6,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
3,439781,llama3.2:1b,6,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
4,439781,llama3.2:1b,6,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
5,439781,llama3.2:1b,6,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
6,439781,llama3.2:1b,6,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
7,22836123,llama3.2:1b,6,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
8,22836123,llama3.2:1b,6,tacrolimus,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
9,22836123,llama3.2:1b,6,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
10,22836123,llama3.2:1b,6,tacrolimus,ssc,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
11,22836123,llama3.2:1b,6,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,6,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,6,prednisolone,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
14,22836123,llama3.2:1b,6,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,6,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,6,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,6,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,6,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,6,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,7,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,7,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,7,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
3,439781,llama3.2:1b,7,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
4,439781,llama3.2:1b,7,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
5,439781,llama3.2:1b,7,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
6,439781,llama3.2:1b,7,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
7,22836123,llama3.2:1b,7,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No"
8,22836123,llama3.2:1b,7,tacrolimus,src,none,No,"1: No
2: No"
9,22836123,llama3.2:1b,7,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
10,22836123,llama3.2:1b,7,tacrolimus,ssc,cid,No,"1: No
2: Yes"
11,22836123,llama3.2:1b,7,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: No"
12,22836123,llama3.2:1b,7,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes"
13,22836123,llama3.2:1b,7,prednisolone,src,none,No,"1: No
2: No"
14,22836123,llama3.2:1b,7,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,7,prednisolone,ssc,none,No,"1: No
2: Yes"
16,22836123,llama3.2:1b,7,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: No"
17,22836123,llama3.2:1b,7,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,7,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,7,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,8,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,8,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,8,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes"
3,439781,llama3.2:1b,8,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes"
4,439781,llama3.2:1b,8,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes"
5,439781,llama3.2:1b,8,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
6,439781,llama3.2:1b,8,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
7,22836123,llama3.2:1b,8,tacrolimus,scleroderma renal crisis,none,Yes,"1: Yes
2: No"
8,22836123,llama3.2:1b,8,tacrolimus,src,none,Yes,"1: Yes
2: No"
9,22836123,llama3.2:1b,8,tacrolimus,systemic sclerosis,cid,Yes,"1: Yes
2: No"
10,22836123,llama3.2:1b,8,tacrolimus,ssc,cid,Yes,"1: Yes
2: No"
11,22836123,llama3.2:1b,8,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,8,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,8,prednisolone,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
14,22836123,llama3.2:1b,8,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,8,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,8,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,8,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,8,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,8,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,9,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,9,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,9,indomethacin,hypotension,cid,Yes,"1: Yes
2: No
3: Yes
4: No
5: Yes
6: No
7: Yes
8: No"
3,439781,llama3.2:1b,9,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
4,439781,llama3.2:1b,9,idm,hypotension,cid,Yes,"1: Yes
2: No
3: Yes
4: No
5: Yes
6: No"
5,439781,llama3.2:1b,9,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
6,439781,llama3.2:1b,9,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
7,22836123,llama3.2:1b,9,tacrolimus,scleroderma renal crisis,none,Yes,"1: Yes
2: No"
8,22836123,llama3.2:1b,9,tacrolimus,src,none,Yes,"1: Yes
2: No"
9,22836123,llama3.2:1b,9,tacrolimus,systemic sclerosis,cid,Yes,"1: Yes
2: No"
10,22836123,llama3.2:1b,9,tacrolimus,ssc,cid,Yes,"1: Yes
2: No"
11,22836123,llama3.2:1b,9,tacrolimus,thrombotic microangiopathy,none,Yes,"1: Yes
2: No"
12,22836123,llama3.2:1b,9,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,9,prednisolone,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
14,22836123,llama3.2:1b,9,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,9,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,9,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,9,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,9,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,9,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,10,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,10,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,10,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
3,439781,llama3.2:1b,10,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
4,439781,llama3.2:1b,10,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
5,439781,llama3.2:1b,10,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
6,439781,llama3.2:1b,10,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
7,22836123,llama3.2:1b,10,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
8,22836123,llama3.2:1b,10,tacrolimus,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
9,22836123,llama3.2:1b,10,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
10,22836123,llama3.2:1b,10,tacrolimus,ssc,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
11,22836123,llama3.2:1b,10,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,10,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,10,prednisolone,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
14,22836123,llama3.2:1b,10,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,10,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,10,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,10,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,10,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,10,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,11,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,11,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,11,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
3,439781,llama3.2:1b,11,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
4,439781,llama3.2:1b,11,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
5,439781,llama3.2:1b,11,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
6,439781,llama3.2:1b,11,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
7,22836123,llama3.2:1b,11,tacrolimus,scleroderma renal crisis,none,Yes,"1: Yes
2: No"
8,22836123,llama3.2:1b,11,tacrolimus,src,none,Yes,"1: Yes
2: No"
9,22836123,llama3.2:1b,11,tacrolimus,systemic sclerosis,cid,Yes,"1: Yes
2: No"
10,22836123,llama3.2:1b,11,tacrolimus,ssc,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
11,22836123,llama3.2:1b,11,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,11,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,11,prednisolone,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
14,22836123,llama3.2:1b,11,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,11,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,11,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,11,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,11,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,11,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,12,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,12,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,12,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
3,439781,llama3.2:1b,12,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
4,439781,llama3.2:1b,12,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
5,439781,llama3.2:1b,12,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
6,439781,llama3.2:1b,12,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
7,22836123,llama3.2:1b,12,tacrolimus,scleroderma renal crisis,none,Yes,"1: Yes
2: No"
8,22836123,llama3.2:1b,12,tacrolimus,src,none,Yes,"1: Yes
2: No"
9,22836123,llama3.2:1b,12,tacrolimus,systemic sclerosis,cid,Yes,"1: Yes
2: No"
10,22836123,llama3.2:1b,12,tacrolimus,ssc,cid,Yes,"1: Yes
2: No"
11,22836123,llama3.2:1b,12,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,12,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,12,prednisolone,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
14,22836123,llama3.2:1b,12,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,12,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,12,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,12,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,12,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,12,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,13,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,13,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,13,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
3,439781,llama3.2:1b,13,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
4,439781,llama3.2:1b,13,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
5,439781,llama3.2:1b,13,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
6,439781,llama3.2:1b,13,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
7,22836123,llama3.2:1b,13,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
8,22836123,llama3.2:1b,13,tacrolimus,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
9,22836123,llama3.2:1b,13,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
10,22836123,llama3.2:1b,13,tacrolimus,ssc,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
11,22836123,llama3.2:1b,13,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,13,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,13,prednisolone,src,none,No,"1: No
2: No"
14,22836123,llama3.2:1b,13,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,13,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,13,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: No"
17,22836123,llama3.2:1b,13,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,13,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,13,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,14,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,14,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,14,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
3,439781,llama3.2:1b,14,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
4,439781,llama3.2:1b,14,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
5,439781,llama3.2:1b,14,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
6,439781,llama3.2:1b,14,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
7,22836123,llama3.2:1b,14,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
8,22836123,llama3.2:1b,14,tacrolimus,src,none,No,"1: No
2: Yes"
9,22836123,llama3.2:1b,14,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
10,22836123,llama3.2:1b,14,tacrolimus,ssc,cid,No,"1: No
2: Yes"
11,22836123,llama3.2:1b,14,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,14,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes"
13,22836123,llama3.2:1b,14,prednisolone,src,none,No,"1: No
2: Yes"
14,22836123,llama3.2:1b,14,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes"
15,22836123,llama3.2:1b,14,prednisolone,ssc,none,No,"1: No
2: Yes"
16,22836123,llama3.2:1b,14,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
17,22836123,llama3.2:1b,14,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,14,corticosteroid,src,none,No,"1: No
2: Yes"
19,22836123,llama3.2:1b,14,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,15,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,15,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,15,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
3,439781,llama3.2:1b,15,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
4,439781,llama3.2:1b,15,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
5,439781,llama3.2:1b,15,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes"
6,439781,llama3.2:1b,15,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
7,22836123,llama3.2:1b,15,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
8,22836123,llama3.2:1b,15,tacrolimus,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
9,22836123,llama3.2:1b,15,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
10,22836123,llama3.2:1b,15,tacrolimus,ssc,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
11,22836123,llama3.2:1b,15,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
12,22836123,llama3.2:1b,15,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
13,22836123,llama3.2:1b,15,prednisolone,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
14,22836123,llama3.2:1b,15,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
15,22836123,llama3.2:1b,15,prednisolone,ssc,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
16,22836123,llama3.2:1b,15,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
17,22836123,llama3.2:1b,15,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
18,22836123,llama3.2:1b,15,corticosteroid,src,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
19,22836123,llama3.2:1b,15,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,16,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,16,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,16,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes"
3,439781,llama3.2:1b,16,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
