taskID,passage,label
IEPA.d82.s195_252,Neural site of PROTEIN1 influence on neuropeptide Y signaling pathways altering feeding and PROTEIN2 ,yes
IEPA.d82.s196_253,"NPY in the PVN increases feeding and decreases PROTEIN1 (UCP) activity in brown fat, whereas PROTEIN2 decreases NPY biosynthesis in the Arc, which presumably decreases PVN NPY",no
IEPA.d82.s197_254,"Next, we determined that PROTEIN1 decreases NPY and increases PROTEIN2 gene expression",yes
IEPA.d83.s198_255,"Furthermore, immunocytochemical studies showed the PROTEIN1 induced neuronal MAC expression on the SH-SY5Y cells after CD59 was removed by PROTEIN2 or blocked by anti-CD59 antibody",no
IEPA.d84.s199_256,Effect of residual endogenous PROTEIN1 secretion on the abnormal PROTEIN response to hypoglycaemia in PROTEIN2 dependent diabetics,no
IEPA.d84.s199_257,Effect of residual endogenous PROTEIN1 secretion on the abnormal PROTEIN2 response to hypoglycaemia in PROTEIN dependent diabetics,yes
IEPA.d84.s199_258,Effect of residual endogenous PROTEIN secretion on the abnormal PROTEIN1 response to hypoglycaemia in PROTEIN2 dependent diabetics,no
IEPA.d84.s200_259,"Since previous studies showed that AVP secretion is influenced by the persistence of residual endogenous PROTEIN1 secretion, we wondered whether this factor also regulates PROTEIN2 secretion",yes
IEPA.d84.s201_260,DESIGN: Case-control study: the PROTEIN response to PROTEIN1 induced hypoglycaemia was measured in normal and diabetic patients with or without residual endogenous PROTEIN2 secretion,no
IEPA.d84.s201_261,DESIGN: Case-control study: the PROTEIN1 response to PROTEIN induced hypoglycaemia was measured in normal and diabetic patients with or without residual endogenous PROTEIN2 secretion,no
IEPA.d84.s201_262,DESIGN: Case-control study: the PROTEIN1 response to PROTEIN2 induced hypoglycaemia was measured in normal and diabetic patients with or without residual endogenous PROTEIN secretion,yes
IEPA.d84.s202_263,"Blood samples for PROTEIN1 assay were taken just before the rapid injection of PROTEIN2 (time 0) and at time 15, 30, 45 and 60 min",no
IEPA.d84.s203_264,CONCLUSIONS: These data indicate that a residual endogenous PROTEIN1 secretion exerts a partial protective action against the hypothalamic-pituitary disorder affecting the PROTEIN2 secretory system in IDDM,yes
IEPA.d85.s204_265,A barley gene encoding a novel DNA-binding protein (HRT) was identified by southwestern screening with baits containing a PROTEIN1 phytohormone response element from an PROTEIN2 promoter,yes
IEPA.d86.s205_266,"These observations suggest that bradykinin, like PROTEIN1 activates phospholipase C which generates PROTEIN2 with a subsequent release of Ca2+ from intracellular stores followed by store-operated Ca2+ influx",yes
IEPA.d87.s206_267,These findings led us to conclude that inositol trisphosphate [corrected] causes Ca2+ mobilization by muscarinic activation of PROTEIN1 leading to intracellular translocation of PROTEIN2 granules to the ready-releasable pool in pancreatic beta-cells via Ca2+/calmodulin-dependent phosphorylation of myosin light chains,yes
IEPA.d88.s207_268,"To elucidate the pathophysiologic significance of PROTEIN and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN1 and PROTEIN2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_269,"To elucidate the pathophysiologic significance of PROTEIN1 and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN2 and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_270,"To elucidate the pathophysiologic significance of PROTEIN and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN1 receptor defect, and investigated expression of the genes encoding PROTEIN2 and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_271,"To elucidate the pathophysiologic significance of PROTEIN and PROTEIN1 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN2 and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_272,"To elucidate the pathophysiologic significance of PROTEIN1 and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN and PROTEIN2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_273,"To elucidate the pathophysiologic significance of PROTEIN and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN1 receptor defect, and investigated expression of the genes encoding PROTEIN and PROTEIN2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_274,"To elucidate the pathophysiologic significance of PROTEIN and PROTEIN1 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN and PROTEIN2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_275,"To elucidate the pathophysiologic significance of PROTEIN1 and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN2 receptor defect, and investigated expression of the genes encoding PROTEIN and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_276,"To elucidate the pathophysiologic significance of PROTEIN1 and PROTEIN2 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s207_277,"To elucidate the pathophysiologic significance of PROTEIN and PROTEIN1 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN2 receptor defect, and investigated expression of the genes encoding PROTEIN and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",no
IEPA.d88.s208_278,"These results clearly demonstrate that PROTEIN gene expression is upregulated by TZDs in the WAT and BAT in Wistar fatty rats, an obese model with PROTEIN1 receptor defect, and that adipose PROTEIN2 gene expression is increased in response to TZDs in vitro",no
IEPA.d88.s208_279,"These results clearly demonstrate that PROTEIN1 gene expression is upregulated by TZDs in the WAT and BAT in Wistar fatty rats, an obese model with PROTEIN2 receptor defect, and that adipose PROTEIN gene expression is increased in response to TZDs in vitro",no
IEPA.d88.s208_280,"These results clearly demonstrate that PROTEIN1 gene expression is upregulated by TZDs in the WAT and BAT in Wistar fatty rats, an obese model with PROTEIN receptor defect, and that adipose PROTEIN2 gene expression is increased in response to TZDs in vitro",no
IEPA.d89.s209_281, PROTEIN1 PROTEIN2 and PROTEIN gene expression: modulation by food restriction and PROTEIN ,no
IEPA.d89.s209_282, PROTEIN1 PROTEIN and PROTEIN gene expression: modulation by food restriction and PROTEIN2 ,yes
IEPA.d89.s209_283, PROTEIN1 PROTEIN and PROTEIN2 gene expression: modulation by food restriction and PROTEIN ,no
IEPA.d89.s209_284, PROTEIN PROTEIN1 and PROTEIN gene expression: modulation by food restriction and PROTEIN2 ,yes
IEPA.d89.s209_285, PROTEIN PROTEIN1 and PROTEIN2 gene expression: modulation by food restriction and PROTEIN ,no
IEPA.d89.s209_286, PROTEIN PROTEIN and PROTEIN1 gene expression: modulation by food restriction and PROTEIN2 ,no
IEPA.d89.s210_287,"To determine the effects of food restriction and PROTEIN1 administration on several transcripts involved in energy homeostasis, we examined PROTEIN2 PROTEIN (UCP) 1, 2 and 3, lipoprotein lipase (LPL), beta3-adrenergic receptors (beta3AR) and hormone-sensitive lipase (HSL) mRNA levels in brown adipose tissue (BAT) and epididymal (EWAT) and perirenal (PWAT) white adipose tissue in three groups of rats",no
IEPA.d89.s210_288,"To determine the effects of food restriction and PROTEIN1 administration on several transcripts involved in energy homeostasis, we examined PROTEIN PROTEIN2 (UCP) 1, 2 and 3, lipoprotein lipase (LPL), beta3-adrenergic receptors (beta3AR) and hormone-sensitive lipase (HSL) mRNA levels in brown adipose tissue (BAT) and epididymal (EWAT) and perirenal (PWAT) white adipose tissue in three groups of rats",no
IEPA.d89.s210_289,"To determine the effects of food restriction and PROTEIN administration on several transcripts involved in energy homeostasis, we examined PROTEIN1 PROTEIN2 (UCP) 1, 2 and 3, lipoprotein lipase (LPL), beta3-adrenergic receptors (beta3AR) and hormone-sensitive lipase (HSL) mRNA levels in brown adipose tissue (BAT) and epididymal (EWAT) and perirenal (PWAT) white adipose tissue in three groups of rats",no
IEPA.d89.s211_290," PROTEIN1 increased LPL mRNA by 80%, PROTEIN mRNA twofold, and PROTEIN mRNA levels by 62% in BAT, and increased PROTEIN2 mRNA levels twofold in EWAT",yes
IEPA.d89.s211_291," PROTEIN increased LPL mRNA by 80%, PROTEIN1 mRNA twofold, and PROTEIN mRNA levels by 62% in BAT, and increased PROTEIN2 mRNA levels twofold in EWAT",no
IEPA.d89.s211_292," PROTEIN increased LPL mRNA by 80%, PROTEIN mRNA twofold, and PROTEIN1 mRNA levels by 62% in BAT, and increased PROTEIN2 mRNA levels twofold in EWAT",no
IEPA.d89.s211_293," PROTEIN1 increased LPL mRNA by 80%, PROTEIN2 mRNA twofold, and PROTEIN mRNA levels by 62% in BAT, and increased PROTEIN mRNA levels twofold in EWAT",yes
IEPA.d89.s211_294," PROTEIN1 increased LPL mRNA by 80%, PROTEIN mRNA twofold, and PROTEIN2 mRNA levels by 62% in BAT, and increased PROTEIN mRNA levels twofold in EWAT",yes
IEPA.d89.s211_295," PROTEIN increased LPL mRNA by 80%, PROTEIN1 mRNA twofold, and PROTEIN2 mRNA levels by 62% in BAT, and increased PROTEIN mRNA levels twofold in EWAT",no
IEPA.d89.s212_296,"The present study indicates that PROTEIN increases the gene expression of PROTEIN in EWAT and that of PROTEIN1 PROTEIN2 and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",no
IEPA.d89.s212_297,"The present study indicates that PROTEIN1 increases the gene expression of PROTEIN in EWAT and that of PROTEIN PROTEIN2 and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",yes
IEPA.d89.s212_298,"The present study indicates that PROTEIN increases the gene expression of PROTEIN1 in EWAT and that of PROTEIN PROTEIN2 and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",no
IEPA.d89.s212_299,"The present study indicates that PROTEIN1 increases the gene expression of PROTEIN in EWAT and that of PROTEIN2 PROTEIN and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",yes
IEPA.d89.s212_300,"The present study indicates that PROTEIN increases the gene expression of PROTEIN1 in EWAT and that of PROTEIN2 PROTEIN and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",no
IEPA.d89.s212_301,"The present study indicates that PROTEIN1 increases the gene expression of PROTEIN2 in EWAT and that of PROTEIN PROTEIN and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",yes
IEPA.d90.s213_302,DNase1 footprints suggest the involvement of at least three types of transcription factors in the regulation of PROTEIN1 by PROTEIN2 ,yes
IEPA.d90.s214_303,The regulation of PROTEIN1 genes by PROTEIN2 therefore involves an interplay of at least three different types of transcription factor,yes
IEPA.d91.s215_304,Oxytocin-stimulated PROTEIN1 release in a clonal beta-cell line RINm5F: involvement of PROTEIN2 dependent and -independent pathways.,yes
IEPA.d91.s216_305,CONCLUSION: Oxy increases PROTEIN1 release through both PROTEIN2 and non-PLC mediated signal transduction mechanisms.,yes
IEPA.d91.s217_306,"In addition, U-73122 diminished the PROTEIN1 induced increase in intracellular concentration of PROTEIN2 (IP3)",yes
IEPA.d91.s218_307,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN induced increases in [Ca2+]i and PROTEIN1 however it reduced the PROTEIN2 induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",no
IEPA.d91.s218_308,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and PROTEIN however it reduced the PROTEIN2 induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",no
IEPA.d91.s218_309,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and PROTEIN2 however it reduced the PROTEIN induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",yes
IEPA.d91.s219_310, PROTEIN1 stimulated PROTEIN2 release in a clonal beta-cell line RINm5F: involvement of phospholipase C-dependent and -independent pathways,yes
IEPA.d91.s220_311,AIM: To study the mechanisms underlying PROTEIN1 (Oxy)-induced PROTEIN2 release,yes
IEPA.d91.s221_312,RESULTS: PROTEIN1 increased PROTEIN2 release and [Ca2+]i in a concentration-dependent manner,yes
IEPA.d91.s222_313, PROTEIN1 induced PROTEIN2 release was not altered by pretreatment with pertussis toxin (PT),yes
IEPA.d91.s223_314,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN induced increases in [Ca2+]i and IP3; however it reduced the PROTEIN1 induced increase in PROTEIN2 release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",yes
IEPA.d91.s223_315,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and IP3; however it reduced the PROTEIN induced increase in PROTEIN2 release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",no
IEPA.d91.s223_316,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and IP3; however it reduced the PROTEIN2 induced increase in PROTEIN release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",no
IEPA.d91.s224_317,CONCLUSION: PROTEIN1 increases PROTEIN2 release through both PLC and non-PLC mediated signal transduction mechanisms,yes
IEPA.d92.s225_318,"In isolated adipocytes, the loss of almost half the 18S RNA content over a 24-hour incubation was prevented in the presence of PROTEIN1 but not PROTEIN2 or epidermal growth factor (EGF)",no
IEPA.d93.s226_319,"Further investigation suggested that activation of PROTEIN1 (PKC), which is part of the PROTEIN2 induced intracellular signalling pathway, is necessary and sufficient for the generation of the synergistic response, although it is not obligatory for PROTEIN induced ACTH release",yes
IEPA.d93.s226_320,"Further investigation suggested that activation of PROTEIN (PKC), which is part of the PROTEIN1 induced intracellular signalling pathway, is necessary and sufficient for the generation of the synergistic response, although it is not obligatory for PROTEIN2 induced ACTH release",no
IEPA.d93.s226_321,"Further investigation suggested that activation of PROTEIN1 (PKC), which is part of the PROTEIN induced intracellular signalling pathway, is necessary and sufficient for the generation of the synergistic response, although it is not obligatory for PROTEIN2 induced ACTH release",no
IEPA.d94.s227_322," PROTEIN1 (OT) is more expressed in the TEC/TNC than vasopressin (VP); insulin-like growth factor 2 (IGF-2) thymic expression predominates over IGF-1, and much more over PROTEIN2 ",no
IEPA.d94.s228_323,"Thus, PROTEIN1 was proposed to be the self antigen of the neurohypophysial family, and IGF-2 the self antigen precursor of the PROTEIN2 family",no
IEPA.d96.s231_324,Downregulation of PROTEIN1 mRNA in white adipose tissue and PROTEIN mRNA in skeletal muscle during the early stages of PROTEIN2 treatment,yes
IEPA.d96.s231_325,Downregulation of PROTEIN1 mRNA in white adipose tissue and PROTEIN2 mRNA in skeletal muscle during the early stages of PROTEIN treatment,no
IEPA.d96.s231_326,Downregulation of PROTEIN mRNA in white adipose tissue and PROTEIN1 mRNA in skeletal muscle during the early stages of PROTEIN2 treatment,yes
IEPA.d96.s232_327, PROTEIN1 by intravenous or intracerebroventricular infusion for 5 h was associated with a decrease in PROTEIN2 mRNA in WAT (47-52%) and PROTEIN mRNA in SM (33-37%),yes
IEPA.d96.s232_328, PROTEIN by intravenous or intracerebroventricular infusion for 5 h was associated with a decrease in PROTEIN1 mRNA in WAT (47-52%) and PROTEIN2 mRNA in SM (33-37%),no
IEPA.d96.s232_329, PROTEIN1 by intravenous or intracerebroventricular infusion for 5 h was associated with a decrease in PROTEIN mRNA in WAT (47-52%) and PROTEIN2 mRNA in SM (33-37%),yes
IEPA.d96.s233_330,"Denervation suppressed mRNA levels for PROTEIN1 (49%), PROTEIN (36%), and COX-IV (59%) and eliminated the acute response to PROTEIN2 in SM",no
IEPA.d96.s233_331,"Denervation suppressed mRNA levels for PROTEIN1 (49%), PROTEIN2 (36%), and COX-IV (59%) and eliminated the acute response to PROTEIN in SM",no
IEPA.d96.s233_332,"Denervation suppressed mRNA levels for PROTEIN (49%), PROTEIN1 (36%), and COX-IV (59%) and eliminated the acute response to PROTEIN2 in SM",no
IEPA.d97.s234_333,"The specific PROTEIN1 (PKC) inhibitor chelerythrine (5 micrometers) inhibited PTH-, PROTEIN2 , PGE2-, and adenosine-stimulated Ca2+ reabsorption by 77%, 67%, 79%, and 100%, respectively",yes
IEPA.d97.s235_334,"CONCLUSION: PTH, PROTEIN1 PGE2, and adenosine stimulate Ca2+ reabsorption via a pathway that is independent of cAMP and that involves a phorbol ester-insensitive PROTEIN2 isotype",yes
IEPA.d98.s236_335,We observed that primary microglial cultures and the THP-1 monocytic cell line are stimulated by fibrillar beta-amyloid and PROTEIN1 peptides to activate identical PROTEIN2 dependent inflammatory signal transduction cascades,yes
IEPA.d99.s237_336,Enhanced phosphoinositide hydrolysis via overexpression of PROTEIN1 beta1 or delta1 inhibits stimulus-induced PROTEIN2 release in insulinoma MIN6 cells.,yes
IEPA.d99.s238_337,"To study the effects of enhanced phosphoinositide hydrolysis on PROTEIN1 secretion, phosphoinositide-specific PROTEIN (PLCbeta1) or PROTEIN2 was overexpressed in insulinoma MIN6 cells via adenoviral vectors.",no
IEPA.d99.s238_338,"To study the effects of enhanced phosphoinositide hydrolysis on PROTEIN secretion, phosphoinositide-specific PROTEIN1 (PLCbeta1) or PROTEIN2 was overexpressed in insulinoma MIN6 cells via adenoviral vectors.",no
IEPA.d99.s238_339,"To study the effects of enhanced phosphoinositide hydrolysis on PROTEIN1 secretion, phosphoinositide-specific PROTEIN2 (PLCbeta1) or PROTEIN was overexpressed in insulinoma MIN6 cells via adenoviral vectors.",no
IEPA.d100.s239_340,"If daily PROTEIN1 injections are repeated over a 5-day period, blood pressure is decreased by 10-20 mmHg, the withdrawal latency to heat stimuli is prolonged, cortisol levels are decreased and PROTEIN2 and cholecystokinin levels are increased",yes
IEPA.d104.s243_341,"In addition, abscisic acid-mediated inhibition of PROTEIN1 stimulated responses seems to depend on the activation of a phospholipase D during induction of PROTEIN2 in barley aleurone cells as well as on a putative acetyltransferase involved in elongation growth.",no
IEPA.d106.s245_342," PROTEIN1 (PKC) inhibitors reversed PROTEIN inhibition, whereas PROTEIN2 activator inhibited nitrite production",no
IEPA.d106.s245_343," PROTEIN1 (PKC) inhibitors reversed PROTEIN2 inhibition, whereas PROTEIN activator inhibited nitrite production",yes
IEPA.d106.s245_344," PROTEIN (PKC) inhibitors reversed PROTEIN1 inhibition, whereas PROTEIN2 activator inhibited nitrite production",no
IEPA.d106.s246_345,The inhibitory action of PROTEIN1 involves both the activation of PROTEIN2 and the transcription of iNOS mRNA in cultured rat GMC,yes
IEPA.d107.s247_346,Molecular characterization of catalytic-subunit cDNA sequences encoding protein phosphatases 1 and 2A and study of their roles in the PROTEIN1 dependent PROTEIN2 expression in rice,yes
IEPA.d107.s248_347,"To understand the molecular mechanism of PROTEIN1 dependent gene regulation, the effect of three phosphatase inhibitors on the germination of rice seeds and the expression of a target gene, the PROTEIN2 gene, Osamy-c, were measured",yes
IEPA.d107.s249_348,To further understand the possible role of protein phosphatases 1 and 2A in the PROTEIN1 dependent expression of PROTEIN2 we isolated cDNA clones encoding protein phosphatase 1 and protein phosphatase 2A from a rice aleurone cDNA library,yes
IEPA.d107.s250_349,"Taken together, our results suggest that protein phosphatases PP1 or PP2A are involved in the PROTEIN1 dependent expression of the rice PROTEIN2 gene, though the PP1 or/and PP2A enzymatic activities as well as mRNA levels do not increase upon GA3 treatment",yes
IEPA.d109.s256_350,Fasting and PROTEIN1 modulate adipose and muscle PROTEIN2 divergent effects between messenger ribonucleic acid and protein expression,yes
IEPA.d109.s257_351,"In this study, we examined the effects of fasting for 2 days and exogenous s.c. PROTEIN1 200 microg every 8 h for 2 days, on the regulation of PROTEIN2 (UCP) subtypes in brown adipose tissue (BAT) and gastrocnemius muscle",no
IEPA.d109.s258_352," PROTEIN1 compared with vehicle, did not alter BAT PROTEIN2 or PROTEIN mRNA or protein expression when administered to normal ad libitum fed rats",no
IEPA.d109.s258_353," PROTEIN compared with vehicle, did not alter BAT PROTEIN1 or PROTEIN2 mRNA or protein expression when administered to normal ad libitum fed rats",no
IEPA.d109.s258_354," PROTEIN1 compared with vehicle, did not alter BAT PROTEIN or PROTEIN2 mRNA or protein expression when administered to normal ad libitum fed rats",no
IEPA.d109.s259_355,"Fasting significantly decreased BAT PROTEIN1 and PROTEIN2 mRNA expression, to 31% and 30% of ad libitum fed controls, respectively, effects which were prevented by administration of PROTEIN to fasted rats",no
IEPA.d109.s259_356,"Fasting significantly decreased BAT PROTEIN1 and PROTEIN mRNA expression, to 31% and 30% of ad libitum fed controls, respectively, effects which were prevented by administration of PROTEIN2 to fasted rats",yes
IEPA.d109.s259_357,"Fasting significantly decreased BAT PROTEIN and PROTEIN1 mRNA expression, to 31% and 30% of ad libitum fed controls, respectively, effects which were prevented by administration of PROTEIN2 to fasted rats",yes
IEPA.d109.s260_358,"Fasting also significantly decreased BAT PROTEIN1 protein expression, to 67% of control; however, that effect was not prevented by PROTEIN2 treatment",no
IEPA.d109.s261_359,"Fasting, with or without PROTEIN1 administration, did not affect BAT PROTEIN mRNA; however, PROTEIN2 administration to ad libitum fed rats significantly increased BAT PROTEIN mRNA, to 138% of control",no
IEPA.d109.s261_360,"Fasting, with or without PROTEIN1 administration, did not affect BAT PROTEIN2 mRNA; however, PROTEIN administration to ad libitum fed rats significantly increased BAT PROTEIN mRNA, to 138% of control",no
IEPA.d109.s261_361,"Fasting, with or without PROTEIN1 administration, did not affect BAT PROTEIN mRNA; however, PROTEIN administration to ad libitum fed rats significantly increased BAT PROTEIN2 mRNA, to 138% of control",no
IEPA.d109.s261_362,"Fasting, with or without PROTEIN administration, did not affect BAT PROTEIN1 mRNA; however, PROTEIN2 administration to ad libitum fed rats significantly increased BAT PROTEIN mRNA, to 138% of control",no
IEPA.d109.s261_363,"Fasting, with or without PROTEIN administration, did not affect BAT PROTEIN mRNA; however, PROTEIN1 administration to ad libitum fed rats significantly increased BAT PROTEIN2 mRNA, to 138% of control",yes
IEPA.d109.s261_364,"Fasting, with or without PROTEIN administration, did not affect BAT PROTEIN1 mRNA; however, PROTEIN administration to ad libitum fed rats significantly increased BAT PROTEIN2 mRNA, to 138% of control",no
IEPA.d109.s262_365,"Fasting significantly enhanced gastrocnemius muscle PROTEIN1 mRNA (411% of control) and protein expression (168% of control), whereas PROTEIN2 administration to fasted rats did not alter either of these effects",no
IEPA.d109.s263_366,"In summary, PROTEIN1 subtype mRNA and protein are regulated in tissue- and subtype-specific fashion by PROTEIN2 and food restriction",yes
IEPA.d111.s269_367,"Plasma PROTEIN1 and some functionally related peptides (CCK, gastrin, somatostatin and PROTEIN2 , were measured by standard radioimmunoassay techniques",no
IEPA.d112.s270_368,"Analyses of hormone regulation of expression of mRNA for the aleurone RNase revealed that, like the pattern for PROTEIN1 mRNA levels increased in the presence of PROTEIN2 and its antagonist abscisic acid prevented this effect",yes
IEPA.d112.s271_369,"Quantitative studies at early times demonstrated that cycloheximide treatment of aleurone layers increased mRNA levels 4-fold, whereas a combination of PROTEIN1 plus cycloheximide treatment was required to increase PROTEIN2 mRNA levels to the same extent",yes
IEPA.d113.s272_370,"The experiments were concluded by taking blood samples for later analysis of plasma glucose and plasma levels of the following hormones: PROTEIN1 gastrin, CCK, glucagon, somatostatin, PROTEIN2 and corticosterone",no
IEPA.d113.s273_371,"The low-performing Stock B animals were characterized by [1] being more reactive to sensory stimulation: higher startle amplitude and shorter startle latency; [2] having higher plasma PROTEIN1 and corticosterone levels, whereas plasma gastrin and PROTEIN2 were significantly lowered and a strong tendency for a decrease also in plasma CCK",no
IEPA.d114.s274_372,"In normal pancreatic islets, PROTEIN1 is upregulated by PROTEIN and is low in PROTEIN2 resistant islets of ZDF rats",no
IEPA.d114.s274_373,"In normal pancreatic islets, PROTEIN1 is upregulated by PROTEIN2 and is low in PROTEIN resistant islets of ZDF rats",yes
IEPA.d114.s274_374,"In normal pancreatic islets, PROTEIN is upregulated by PROTEIN1 and is low in PROTEIN2 resistant islets of ZDF rats",no
IEPA.d114.s275_375,"To determine whether PROTEIN does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN unresponsive PROTEIN1 underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN2 gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",no
IEPA.d114.s275_376,"To determine whether PROTEIN does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN1 unresponsive PROTEIN2 underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",no
IEPA.d114.s275_377,"To determine whether PROTEIN1 does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN unresponsive PROTEIN2 underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",no
IEPA.d114.s275_378,"To determine whether PROTEIN does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN1 unresponsive PROTEIN underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN2 gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",no
IEPA.d114.s275_379,"To determine whether PROTEIN1 does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN unresponsive PROTEIN underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN2 gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",no
IEPA.d114.s275_380,"To determine whether PROTEIN1 does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN2 unresponsive PROTEIN underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",no
