Data_ID,PMID,E1,E2,True_Numeric,llama3.2:1b_1,llama3.2:1b_10,llama3.2:1b_11,llama3.2:1b_12,llama3.2:1b_13,llama3.2:1b_14,llama3.2:1b_15,llama3.2:1b_16,llama3.2:1b_17,llama3.2:1b_18,llama3.2:1b_19,llama3.2:1b_2,llama3.2:1b_20,llama3.2:1b_21,llama3.2:1b_3,llama3.2:1b_4,llama3.2:1b_5,llama3.2:1b_6,llama3.2:1b_7,llama3.2:1b_8,llama3.2:1b_9
428,24283660,tacrolimus,end-stage liver disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,24283660,tacrolimus,epileptic,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0
430,24283660,bilirubin,seizure,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
431,24283660,bilirubin,seizures,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0
432,24283660,bilirubin,tonic-clonic seizures,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
433,24283660,bilirubin,end-stage liver disease,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0
434,24283660,bilirubin,epileptic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,24283660,tac,seizure,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
436,24283660,tac,seizures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,24283660,tac,tonic-clonic seizures,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
438,24283660,tac,end-stage liver disease,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,24283660,tac,epileptic,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
440,24284476,flavonoid,amnesia,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
441,24284476,flavonoid,memory loss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,24284476,apigenin,amnesia,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
443,24284476,apigenin,memory loss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,24284476,scopolamine,amnesia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,24284476,scopolamine,memory loss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,24309294,cholecystokinin-octapeptide,amnesia,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1
447,24309294,cholecystokinin-octapeptide,memory impairment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,24309294,morphine,amnesia,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1
449,24309294,morphine,memory impairment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,24309294,cck-8,amnesia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,24309294,cck-8,memory impairment,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
452,24333387,streptozotocin,neurotoxicity,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
453,24333387,streptozotocin,memory impairment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,24333387,streptozotocin,toxicity,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1
455,24333387,streptozotocin,memory impaired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,24333387,streptozotocin,memory deficit,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,24333387,streptozotocin,neuroinflammation,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
458,24333387,streptozotocin,excitotoxicity,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
459,24333387,streptozotocin,neuroinflammatory,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
460,24333387,stz,neurotoxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,24333387,stz,memory impairment,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,24333387,stz,toxicity,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,24333387,stz,memory impaired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,24333387,stz,memory deficit,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
465,24333387,stz,neuroinflammation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,24333387,stz,excitotoxicity,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
467,24333387,stz,neuroinflammatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,24333387,nitrite,neurotoxicity,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
469,24333387,nitrite,memory impairment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,24333387,nitrite,toxicity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,24333387,nitrite,memory impaired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,24333387,nitrite,memory deficit,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
473,24333387,nitrite,neuroinflammation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,24333387,nitrite,excitotoxicity,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
475,24333387,nitrite,neuroinflammatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,24333387,ca,neurotoxicity,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
477,24333387,ca,memory impairment,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
478,24333387,ca,toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,24333387,ca,memory impaired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,24333387,ca,memory deficit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,24333387,ca,neuroinflammation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,24333387,ca,excitotoxicity,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,24333387,ca,neuroinflammatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,24333387,memantine,neurotoxicity,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
485,24333387,memantine,memory impairment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,24333387,memantine,toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,24333387,memantine,memory impaired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,24333387,memantine,memory deficit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,24333387,memantine,neuroinflammation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,24333387,memantine,excitotoxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,24333387,memantine,neuroinflammatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,24333387,ibuprofen,neurotoxicity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
493,24333387,ibuprofen,memory impairment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,24333387,ibuprofen,toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,24333387,ibuprofen,memory impaired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,24333387,ibuprofen,memory deficit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,24333387,ibuprofen,neuroinflammation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,24333387,ibuprofen,excitotoxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,24333387,ibuprofen,neuroinflammatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,24341598,sodium chloride,nephropathy,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
501,24341598,sodium chloride,acute renal failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,24341598,sodium chloride,arf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,24341598,diltiazem,nephropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,24341598,diltiazem,acute renal failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,24341598,diltiazem,arf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,24341598,contrast,nephropathy,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
507,24341598,contrast,acute renal failure,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,24341598,contrast,arf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,24341598,sodium bicarbonate,nephropathy,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
510,24341598,sodium bicarbonate,acute renal failure,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
511,24341598,sodium bicarbonate,arf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,24341598,calcium,nephropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,24341598,calcium,acute renal failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,24341598,calcium,arf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,24341598,creatinine,nephropathy,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0
516,24341598,creatinine,acute renal failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,24341598,creatinine,arf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,24341598,dextrose,nephropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,24341598,dextrose,acute renal failure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
520,24341598,dextrose,arf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,24341598,blood urea nitrogen,nephropathy,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
522,24341598,blood urea nitrogen,acute renal failure,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
523,24341598,blood urea nitrogen,arf,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
524,24341598,bun,nephropathy,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
525,24341598,bun,acute renal failure,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
526,24341598,bun,arf,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
527,24345882,methotrexate,acute lymphoblastic leukemia,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,-1,-1,0,-1,1,-1,1,1,0,0
528,24345882,methotrexate,neurotoxicity,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,-1,0,-1,0,0,0,0
529,24345882,methotrexate,leukoencephalopathy,1,-1,-1,0,-1,-1,0,0,-1,-1,0,1,-1,-1,1,-1,1,-1,1,1,0,0
530,24345882,methotrexate,leukemia,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,-1,0,-1,0,0,0,0
531,24345882,methotrexate,attention problems,1,-1,-1,0,-1,-1,0,0,-1,-1,0,1,-1,-1,1,-1,1,-1,1,1,0,0
532,24345882,mtx,acute lymphoblastic leukemia,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1
533,24345882,mtx,neurotoxicity,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1
534,24345882,mtx,leukoencephalopathy,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
535,24345882,mtx,leukemia,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
536,24345882,mtx,attention problems,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
537,24434397,tranexamic acid,seizure,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
538,24434397,tranexamic acid,renal failure,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
539,24434397,tranexamic acid,chronic kidney disease,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
540,24434397,tranexamic acid,tubulointerstial disease,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
541,24434397,tranexamic acid,anemia,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
542,24434397,tranexamic acid,menorrhagia,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
543,24434397,tranexamic acid,deterioration of renal function,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
544,24434397,tranexamic acid,bleeding,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
545,24434397,tranexamic acid,tonic clonic convulsions,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
546,24434397,tranexamic acid,nervous system abnormalities,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0
547,24434397,tranexamic acid,convulsions,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
548,24434397,tranexamic acid,convulsion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
549,24434397,tranexamic acid,overdose,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0
550,24434397,tna,seizure,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
551,24434397,tna,renal failure,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
552,24434397,tna,chronic kidney disease,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
553,24434397,tna,tubulointerstial disease,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
554,24434397,tna,anemia,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
555,24434397,tna,menorrhagia,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
556,24434397,tna,deterioration of renal function,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0
557,24434397,tna,bleeding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,24434397,tna,tonic clonic convulsions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,24434397,tna,nervous system abnormalities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,24434397,tna,convulsions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,24434397,tna,convulsion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,24434397,tna,overdose,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
563,24438483,bupivacaine,cardiovascular depression,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
564,24438483,bupivacaine,cardiotoxicity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,24438483,bupivacaine,dysrhythmia,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
566,24438483,bupivacaine,asystole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,24438483,bupivacaine,cardiotoxic,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
568,24438483,propofol,cardiovascular depression,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
569,24438483,propofol,cardiotoxicity,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0
570,24438483,propofol,dysrhythmia,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
571,24438483,propofol,asystole,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0
572,24438483,propofol,cardiotoxic,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
573,24438483,ketamine,cardiovascular depression,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574,24438483,ketamine,cardiotoxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,24438483,ketamine,dysrhythmia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,24438483,ketamine,asystole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,24438483,ketamine,cardiotoxic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,24451297,fluvastatin,drug-induced acute liver injury,1,-1,0,0,0,-1,0,0,1,1,0,0,-1,1,0,-1,0,0,0,0,1,0
579,24451297,fluvastatin,drug-induced liver injury,1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
580,24451297,fluvastatin,liver damage,1,-1,0,0,0,-1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,1,0
581,24451297,fluvastatin,nausea,1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
582,24451297,fluvastatin,anorexia,1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0
583,24451297,fluvastatin,abdominal pain,1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
584,24451297,fluvastatin,hepatic damage,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1,1,0,1,0
585,24451297,statins,drug-induced acute liver injury,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
586,24451297,statins,drug-induced liver injury,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
587,24451297,statins,liver damage,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
588,24451297,statins,nausea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
589,24451297,statins,anorexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,24451297,statins,abdominal pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,24451297,statins,hepatic damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,24451297,creatine,drug-induced acute liver injury,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
593,24451297,creatine,drug-induced liver injury,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
594,24451297,creatine,liver damage,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
595,24451297,creatine,nausea,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
596,24451297,creatine,anorexia,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
597,24451297,creatine,abdominal pain,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
598,24451297,creatine,hepatic damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,24459006,fluconazole,agranulocytosis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,24459006,fluconazole,thrombocytopenia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,24459006,fluconazole,blood dyscrasias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,24459006,fluconazole,bone marrow suppression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,24464946,epirubicine,cardiotoxicity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
604,24464946,epirubicine,myocardial strain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,24464946,epirubicine,cardiac dysfunction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
606,24464946,epirubicine,non-hodgkin lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,24464946,epirubicine,heart failure,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
608,24464946,epirubicin,cardiotoxicity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,24464946,epirubicin,myocardial strain,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610,24464946,epirubicin,cardiac dysfunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,24464946,epirubicin,non-hodgkin lymphoma,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
612,24464946,epirubicin,heart failure,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,24464946,anthracycline,cardiotoxicity,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0
614,24464946,anthracycline,myocardial strain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,24464946,anthracycline,cardiac dysfunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,24464946,anthracycline,non-hodgkin lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,24464946,anthracycline,heart failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,24535067,etomidate,myoclonus,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
619,24535067,etomidate,myoclonic movements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,24535067,etomidate,pain,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
621,24535067,fentanyl,myoclonus,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0
622,24535067,fentanyl,myoclonic movements,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
623,24535067,fentanyl,pain,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
624,24535067,midazolam,myoclonus,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1
625,24535067,midazolam,myoclonic movements,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
626,24535067,midazolam,pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
627,24554916,phosphorus,cholestatic,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
628,24554916,phosphorus,poisoning,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0
629,24554916,phosphorus,hepatotoxicity,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
630,24554916,phosphorus,acute hepatitis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,24554916,phosphorus,acute liver failure,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
632,24554916,phosphorus,cholestasis,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0
633,24571687,dexmedetomidine,vasovagal syncope,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,24571687,dexmedetomidine,bradycardia,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
635,24571687,dexmedetomidine,syncope,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
636,24582773,quetiapine,agitation,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
637,24582773,quetiapine,schizo-affective disorder,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
638,24582773,quetiapine,personality disorder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,24582773,quetiapine,antisocial disorder,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,24582773,quetiapine,substance abuse disorder,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
641,24582773,quetiapine,aggressiveness,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,24582773,quetiapine,manic,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
643,24582773,quetiapine,akathisia,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
644,24582773,zuclopenthixol,agitation,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
645,24582773,zuclopenthixol,schizo-affective disorder,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
646,24582773,zuclopenthixol,personality disorder,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
